rt,trial_type,trial_index,subject,group,stimType,stimNum,type,power_norm,distance_norm,imposition_norm,entitlement_norm,Gender,Native_Speaker,Age
11909,survey-multi-choice,2,67304,group2,high_entitlement,2,interaction,5,4,3,6,Male,Yes,28
14247,survey-multi-choice,3,67304,group2,low_entitlement,5,institution,2,3,4,6,Male,Yes,28
8063,survey-multi-choice,4,67304,group2,low_entitlement,7,urgency,4,3,4,3,Male,Yes,28
16078,survey-multi-choice,5,67304,group2,low_entitlement,1,interaction,2,3,6,2,Male,Yes,28
9646,survey-multi-choice,6,67304,group2,low_entitlement,3,relationship,2,2,3,2,Male,Yes,28
18992,survey-multi-choice,7,67304,group2,high_entitlement,8,urgency,2,3,2,6,Male,Yes,28
13158,survey-multi-choice,8,67304,group2,low_entitlement,9,urgency,4,4,3,3,Male,Yes,28
13492,survey-multi-choice,9,67304,group2,high_entitlement,4,relationship,4,6,3,6,Male,Yes,28
10126,survey-multi-choice,10,67304,group2,high_entitlement,10,institution,3,2,5,3,Male,Yes,28
13583,survey-multi-choice,11,67304,group2,high_entitlement,6,institution,6,2,4,6,Male,Yes,28
35229,survey-multi-choice,2,67619,group1,high_entitlement,9,urgency,3,5,1,7,Male,Yes,37
37080,survey-multi-choice,3,67619,group1,low_entitlement,8,urgency,2,1,3,2,Male,Yes,37
20928,survey-multi-choice,4,67619,group1,high_entitlement,3,relationship,4,3,5,4,Male,Yes,37
54689,survey-multi-choice,5,67619,group1,low_entitlement,10,institution,5,1,2,7,Male,Yes,37
25404,survey-multi-choice,6,67619,group1,low_entitlement,6,institution,4,4,2,6,Male,Yes,37
28214,survey-multi-choice,7,67619,group1,high_entitlement,1,interaction,3,5,5,4,Male,Yes,37
32288,survey-multi-choice,8,67619,group1,high_entitlement,7,urgency,7,5,7,4,Male,Yes,37
31975,survey-multi-choice,9,67619,group1,low_entitlement,4,relationship,6,6,5,4,Male,Yes,37
35429,survey-multi-choice,10,67619,group1,high_entitlement,5,institution,7,5,2,7,Male,Yes,37
24763,survey-multi-choice,11,67619,group1,low_entitlement,2,interaction,7,6,7,6,Male,Yes,37
107225,survey-multi-choice,2,6868,group2,high_entitlement,2,interaction,2,6,4,7,Male,Yes,65
93590,survey-multi-choice,3,6868,group2,low_entitlement,7,urgency,6,6,5,2,Male,Yes,65
77930,survey-multi-choice,4,6868,group2,high_entitlement,6,institution,6,1,1,7,Male,Yes,65
69713,survey-multi-choice,5,6868,group2,low_entitlement,9,urgency,3,6,1,1,Male,Yes,65
55994,survey-multi-choice,6,6868,group2,low_entitlement,3,relationship,6,1,2,5,Male,Yes,65
60443,survey-multi-choice,7,6868,group2,low_entitlement,5,institution,4,1,1,3,Male,Yes,65
80411,survey-multi-choice,8,6868,group2,low_entitlement,1,interaction,4,4,4,3,Male,Yes,65
42739,survey-multi-choice,9,6868,group2,high_entitlement,10,institution,5,1,2,7,Male,Yes,65
59522,survey-multi-choice,10,6868,group2,high_entitlement,8,urgency,5,4,4,7,Male,Yes,65
41268,survey-multi-choice,11,6868,group2,high_entitlement,4,relationship,4,7,2,7,Male,Yes,65
1934,survey-multi-choice,2,69256,group2,low_entitlement,5,institution,2,3,4,3,Male,Yes,22
2602,survey-multi-choice,3,69256,group2,high_entitlement,10,institution,3,7,7,1,Male,Yes,22
1639,survey-multi-choice,4,69256,group2,low_entitlement,1,interaction,3,2,5,2,Male,Yes,22
1515,survey-multi-choice,5,69256,group2,high_entitlement,4,relationship,7,3,2,3,Male,Yes,22
1509,survey-multi-choice,6,69256,group2,high_entitlement,6,institution,7,3,2,4,Male,Yes,22
1479,survey-multi-choice,7,69256,group2,high_entitlement,2,interaction,1,2,3,3,Male,Yes,22
1513,survey-multi-choice,8,69256,group2,low_entitlement,9,urgency,7,2,3,4,Male,Yes,22
1347,survey-multi-choice,9,69256,group2,low_entitlement,3,relationship,7,2,3,3,Male,Yes,22
1565,survey-multi-choice,10,69256,group2,high_entitlement,8,urgency,2,2,3,2,Male,Yes,22
1772,survey-multi-choice,11,69256,group2,low_entitlement,7,urgency,7,1,3,3,Male,Yes,22
23047,survey-multi-choice,2,69879,group1,low_entitlement,10,institution,3,1,2,7,Female,Yes,37
16118,survey-multi-choice,3,69879,group1,low_entitlement,6,institution,5,1,2,7,Female,Yes,37
17002,survey-multi-choice,4,69879,group1,low_entitlement,8,urgency,7,6,5,4,Female,Yes,37
22901,survey-multi-choice,5,69879,group1,high_entitlement,1,interaction,3,3,3,6,Female,Yes,37
17095,survey-multi-choice,6,69879,group1,high_entitlement,7,urgency,7,5,7,6,Female,Yes,37
18526,survey-multi-choice,7,69879,group1,high_entitlement,3,relationship,5,3,3,6,Female,Yes,37
15534,survey-multi-choice,8,69879,group1,high_entitlement,5,institution,7,1,1,7,Female,Yes,37
15201,survey-multi-choice,9,69879,group1,low_entitlement,4,relationship,6,3,6,4,Female,Yes,37
16205,survey-multi-choice,10,69879,group1,low_entitlement,2,interaction,7,5,7,2,Female,Yes,37
14823,survey-multi-choice,11,69879,group1,high_entitlement,9,urgency,7,6,2,7,Female,Yes,37
10051,survey-multi-choice,2,70392,group1,high_entitlement,1,interaction,6,4,5,5,Female,Yes,40
4337,survey-multi-choice,3,70392,group1,low_entitlement,10,institution,5,5,6,6,Female,Yes,40
5413,survey-multi-choice,4,70392,group1,low_entitlement,2,interaction,5,4,4,5,Female,Yes,40
5622,survey-multi-choice,5,70392,group1,low_entitlement,6,institution,3,4,4,5,Female,Yes,40
4667,survey-multi-choice,6,70392,group1,high_entitlement,9,urgency,6,5,5,5,Female,Yes,40
4155,survey-multi-choice,7,70392,group1,high_entitlement,3,relationship,6,6,6,6,Female,Yes,40
6040,survey-multi-choice,8,70392,group1,high_entitlement,7,urgency,5,5,5,5,Female,Yes,40
3929,survey-multi-choice,9,70392,group1,low_entitlement,8,urgency,6,7,6,6,Female,Yes,40
10576,survey-multi-choice,10,70392,group1,low_entitlement,4,relationship,6,6,4,7,Female,Yes,40
46524,survey-multi-choice,11,70392,group1,high_entitlement,5,institution,5,6,6,6,Female,Yes,40
19908,survey-multi-choice,2,71237,group2,high_entitlement,10,institution,7,1,1,7,Female,Yes,34
71851,survey-multi-choice,3,71237,group2,low_entitlement,5,institution,7,1,7,4,Female,Yes,34
50547,survey-multi-choice,4,71237,group2,high_entitlement,6,institution,7,1,5,4,Female,Yes,34
14188,survey-multi-choice,5,71237,group2,low_entitlement,3,relationship,7,1,7,4,Female,Yes,34
33308,survey-multi-choice,6,71237,group2,low_entitlement,9,urgency,4,4,7,1,Female,Yes,34
12032,survey-multi-choice,7,71237,group2,low_entitlement,7,urgency,7,3,7,4,Female,Yes,34
20200,survey-multi-choice,8,71237,group2,high_entitlement,4,relationship,7,7,7,4,Female,Yes,34
27682,survey-multi-choice,9,71237,group2,high_entitlement,8,urgency,7,4,7,4,Female,Yes,34
39266,survey-multi-choice,10,71237,group2,low_entitlement,1,interaction,7,1,7,1,Female,Yes,34
12968,survey-multi-choice,11,71237,group2,high_entitlement,2,interaction,7,4,7,1,Female,Yes,34
15929,survey-multi-choice,2,71803,group2,low_entitlement,5,institution,6,6,6,6,Male,Yes,26
13303,survey-multi-choice,3,71803,group2,low_entitlement,9,urgency,6,5,7,6,Male,Yes,26
10176,survey-multi-choice,4,71803,group2,high_entitlement,10,institution,5,4,6,5,Male,Yes,26
6392,survey-multi-choice,5,71803,group2,low_entitlement,1,interaction,5,5,5,6,Male,Yes,26
8599,survey-multi-choice,6,71803,group2,high_entitlement,8,urgency,4,5,6,7,Male,Yes,26
6927,survey-multi-choice,7,71803,group2,low_entitlement,7,urgency,6,4,6,6,Male,Yes,26
10745,survey-multi-choice,8,71803,group2,high_entitlement,6,institution,5,6,6,6,Male,Yes,26
15480,survey-multi-choice,9,71803,group2,high_entitlement,4,relationship,5,6,6,7,Male,Yes,26
8879,survey-multi-choice,10,71803,group2,low_entitlement,3,relationship,5,6,7,6,Male,Yes,26
6465,survey-multi-choice,11,71803,group2,high_entitlement,2,interaction,6,7,6,7,Male,Yes,26
26287,survey-multi-choice,2,73564,group1,low_entitlement,10,institution,3,1,2,7,Male,Yes,31
18473,survey-multi-choice,3,73564,group1,low_entitlement,8,urgency,6,5,6,3,Male,Yes,31
23271,survey-multi-choice,4,73564,group1,low_entitlement,2,interaction,6,5,7,1,Male,Yes,31
17602,survey-multi-choice,5,73564,group1,high_entitlement,7,urgency,7,6,6,3,Male,Yes,31
35186,survey-multi-choice,6,73564,group1,high_entitlement,3,relationship,7,3,3,7,Male,Yes,31
21838,survey-multi-choice,7,73564,group1,high_entitlement,5,institution,5,1,2,7,Male,Yes,31
19114,survey-multi-choice,8,73564,group1,low_entitlement,4,relationship,5,3,6,1,Male,Yes,31
23681,survey-multi-choice,9,73564,group1,high_entitlement,1,interaction,4,4,2,7,Male,Yes,31
17538,survey-multi-choice,10,73564,group1,low_entitlement,6,institution,5,1,3,6,Male,Yes,31
17165,survey-multi-choice,11,73564,group1,high_entitlement,9,urgency,5,6,2,5,Male,Yes,31
37955,survey-multi-choice,2,73690,group2,high_entitlement,10,institution,7,1,3,7,Female,Yes,31
14624,survey-multi-choice,3,73690,group2,low_entitlement,5,institution,7,1,5,4,Female,Yes,31
20048,survey-multi-choice,4,73690,group2,high_entitlement,4,relationship,7,7,4,7,Female,Yes,31
12758,survey-multi-choice,5,73690,group2,high_entitlement,8,urgency,7,7,4,7,Female,Yes,31
22667,survey-multi-choice,6,73690,group2,low_entitlement,1,interaction,7,6,5,5,Female,Yes,31
13326,survey-multi-choice,7,73690,group2,low_entitlement,3,relationship,7,5,5,7,Female,Yes,31
17796,survey-multi-choice,8,73690,group2,high_entitlement,6,institution,7,2,2,7,Female,Yes,31
15506,survey-multi-choice,9,73690,group2,low_entitlement,9,urgency,4,6,4,7,Female,Yes,31
11870,survey-multi-choice,10,73690,group2,high_entitlement,2,interaction,6,7,5,6,Female,Yes,31
34881,survey-multi-choice,11,73690,group2,low_entitlement,7,urgency,7,6,6,5,Female,Yes,31
44712,survey-multi-choice,2,73919,group2,low_entitlement,5,institution,6,2,7,3,Female,Yes,60
40169,survey-multi-choice,3,73919,group2,low_entitlement,3,relationship,6,1,3,7,Female,Yes,60
27919,survey-multi-choice,4,73919,group2,high_entitlement,2,interaction,4,4,5,6,Female,Yes,60
25742,survey-multi-choice,5,73919,group2,high_entitlement,4,relationship,4,7,4,7,Female,Yes,60
23195,survey-multi-choice,6,73919,group2,low_entitlement,7,urgency,5,4,7,5,Female,Yes,60
19862,survey-multi-choice,7,73919,group2,low_entitlement,1,interaction,4,4,6,6,Female,Yes,60
18865,survey-multi-choice,8,73919,group2,high_entitlement,6,institution,7,2,6,7,Female,Yes,60
30286,survey-multi-choice,9,73919,group2,low_entitlement,9,urgency,4,4,2,1,Female,Yes,60
19827,survey-multi-choice,10,73919,group2,high_entitlement,10,institution,5,1,3,7,Female,Yes,60
16699,survey-multi-choice,11,73919,group2,high_entitlement,8,urgency,4,4,7,7,Female,Yes,60
20550,survey-multi-choice,2,74054,group1,low_entitlement,10,institution,4,1,2,6,Male,Yes,30
16902,survey-multi-choice,3,74054,group1,low_entitlement,8,urgency,3,5,5,1,Male,Yes,30
10344,survey-multi-choice,4,74054,group1,low_entitlement,6,institution,4,2,1,6,Male,Yes,30
14311,survey-multi-choice,5,74054,group1,high_entitlement,1,interaction,4,4,4,3,Male,Yes,30
22622,survey-multi-choice,6,74054,group1,high_entitlement,5,institution,6,5,6,4,Male,Yes,30
11819,survey-multi-choice,7,74054,group1,high_entitlement,3,relationship,4,3,6,4,Male,Yes,30
12222,survey-multi-choice,8,74054,group1,high_entitlement,7,urgency,6,5,7,2,Male,Yes,30
12811,survey-multi-choice,9,74054,group1,high_entitlement,9,urgency,5,5,6,2,Male,Yes,30
9687,survey-multi-choice,10,74054,group1,low_entitlement,4,relationship,5,5,6,2,Male,Yes,30
7863,survey-multi-choice,11,74054,group1,low_entitlement,2,interaction,6,5,7,1,Male,Yes,30
27099,survey-multi-choice,2,75010,group2,high_entitlement,10,institution,7,7,7,7,Female,Yes,22
11116,survey-multi-choice,3,75010,group2,low_entitlement,7,urgency,6,6,6,6,Female,Yes,22
10963,survey-multi-choice,4,75010,group2,high_entitlement,8,urgency,7,7,7,7,Female,Yes,22
14570,survey-multi-choice,5,75010,group2,high_entitlement,4,relationship,7,7,6,7,Female,Yes,22
10532,survey-multi-choice,6,75010,group2,low_entitlement,9,urgency,7,7,7,7,Female,Yes,22
7590,survey-multi-choice,7,75010,group2,high_entitlement,6,institution,7,7,7,7,Female,Yes,22
6696,survey-multi-choice,8,75010,group2,low_entitlement,5,institution,7,7,7,7,Female,Yes,22
10773,survey-multi-choice,9,75010,group2,high_entitlement,2,interaction,7,7,7,7,Female,Yes,22
8463,survey-multi-choice,10,75010,group2,low_entitlement,1,interaction,7,7,7,7,Female,Yes,22
7228,survey-multi-choice,11,75010,group2,low_entitlement,3,relationship,7,7,7,7,Female,Yes,22
28906,survey-multi-choice,2,75117,group1,low_entitlement,2,interaction,5,4,4,3,Male,Yes,31
17572,survey-multi-choice,3,75117,group1,high_entitlement,1,interaction,6,4,5,5,Male,Yes,31
17986,survey-multi-choice,4,75117,group1,high_entitlement,7,urgency,4,5,2,3,Male,Yes,31
7726,survey-multi-choice,5,75117,group1,high_entitlement,9,urgency,4,3,3,4,Male,Yes,31
6682,survey-multi-choice,6,75117,group1,low_entitlement,10,institution,5,5,3,6,Male,Yes,31
8899,survey-multi-choice,7,75117,group1,low_entitlement,8,urgency,3,5,4,6,Male,Yes,31
12539,survey-multi-choice,8,75117,group1,low_entitlement,4,relationship,4,3,5,2,Male,Yes,31
18669,survey-multi-choice,9,75117,group1,low_entitlement,6,institution,4,1,3,5,Male,Yes,31
23473,survey-multi-choice,10,75117,group1,high_entitlement,5,institution,5,3,2,2,Male,Yes,31
10416,survey-multi-choice,11,75117,group1,high_entitlement,3,relationship,6,2,6,5,Male,Yes,31
15805,survey-multi-choice,2,75923,group2,high_entitlement,2,interaction,5,5,5,7,Male,Yes,18
680084,survey-multi-choice,3,75923,group2,high_entitlement,6,institution,6,3,3,6,Male,Yes,18
11572,survey-multi-choice,4,75923,group2,high_entitlement,8,urgency,4,5,5,5,Male,Yes,18
10147,survey-multi-choice,5,75923,group2,high_entitlement,10,institution,6,2,3,7,Male,Yes,18
10673,survey-multi-choice,6,75923,group2,low_entitlement,1,interaction,4,4,6,4,Male,Yes,18
10942,survey-multi-choice,7,75923,group2,low_entitlement,3,relationship,7,3,4,NA,Male,Yes,18
14290,survey-multi-choice,8,75923,group2,low_entitlement,7,urgency,6,7,7,4,Male,Yes,18
10649,survey-multi-choice,9,75923,group2,low_entitlement,9,urgency,4,5,3,4,Male,Yes,18
11876,survey-multi-choice,10,75923,group2,low_entitlement,5,institution,6,1,3,4,Male,Yes,18
29614,survey-multi-choice,11,75923,group2,high_entitlement,4,relationship,5,7,7,6,Male,Yes,18
86180,survey-multi-choice,2,76075,group1,high_entitlement,9,urgency,7,7,2,7,Male,Yes,24
31949,survey-multi-choice,3,76075,group1,high_entitlement,5,institution,6,1,6,7,Male,Yes,24
49550,survey-multi-choice,4,76075,group1,high_entitlement,7,urgency,7,6,7,7,Male,Yes,24
94987,survey-multi-choice,5,76075,group1,low_entitlement,6,institution,6,6,2,7,Male,Yes,24
22319,survey-multi-choice,6,76075,group1,low_entitlement,4,relationship,1,3,7,2,Male,Yes,24
27051,survey-multi-choice,7,76075,group1,high_entitlement,3,relationship,1,6,6,5,Male,Yes,24
18299,survey-multi-choice,8,76075,group1,low_entitlement,10,institution,5,1,4,7,Male,Yes,24
18965,survey-multi-choice,9,76075,group1,low_entitlement,8,urgency,4,6,4,7,Male,Yes,24
32635,survey-multi-choice,10,76075,group1,high_entitlement,1,interaction,1,5,7,7,Male,Yes,24
19664,survey-multi-choice,11,76075,group1,low_entitlement,2,interaction,6,6,7,1,Male,Yes,24
33456,survey-multi-choice,2,76124,group2,low_entitlement,1,interaction,6,5,6,4,Male,Yes,46
22554,survey-multi-choice,3,76124,group2,low_entitlement,3,relationship,7,3,6,3,Male,Yes,46
20745,survey-multi-choice,4,76124,group2,high_entitlement,6,institution,4,3,4,6,Male,Yes,46
22353,survey-multi-choice,5,76124,group2,high_entitlement,4,relationship,4,7,3,7,Male,Yes,46
20031,survey-multi-choice,6,76124,group2,low_entitlement,9,urgency,3,5,4,5,Male,Yes,46
17933,survey-multi-choice,7,76124,group2,low_entitlement,5,institution,6,4,6,3,Male,Yes,46
24402,survey-multi-choice,8,76124,group2,high_entitlement,8,urgency,6,4,5,5,Male,Yes,46
17537,survey-multi-choice,9,76124,group2,high_entitlement,2,interaction,6,5,7,2,Male,Yes,46
17609,survey-multi-choice,10,76124,group2,low_entitlement,7,urgency,6,4,6,3,Male,Yes,46
20128,survey-multi-choice,11,76124,group2,high_entitlement,10,institution,4,1,6,7,Male,Yes,46
101125,survey-multi-choice,2,77058,group2,low_entitlement,1,interaction,4,5,6,2,Male,Yes,32
40706,survey-multi-choice,3,77058,group2,high_entitlement,4,relationship,5,7,2,6,Male,Yes,32
31866,survey-multi-choice,4,77058,group2,low_entitlement,5,institution,6,1,2,3,Male,Yes,32
28633,survey-multi-choice,5,77058,group2,high_entitlement,2,interaction,2,5,2,7,Male,Yes,32
21376,survey-multi-choice,6,77058,group2,high_entitlement,6,institution,6,1,3,7,Male,Yes,32
29120,survey-multi-choice,7,77058,group2,high_entitlement,8,urgency,5,5,3,6,Male,Yes,32
28251,survey-multi-choice,8,77058,group2,low_entitlement,3,relationship,7,1,3,6,Male,Yes,32
25524,survey-multi-choice,9,77058,group2,high_entitlement,10,institution,5,1,2,7,Male,Yes,32
25126,survey-multi-choice,10,77058,group2,low_entitlement,9,urgency,4,6,1,3,Male,Yes,32
22669,survey-multi-choice,11,77058,group2,low_entitlement,7,urgency,5,6,6,2,Male,Yes,32
31543,survey-multi-choice,2,7825,group2,low_entitlement,9,urgency,4,7,2,2,Male,Yes,27
143547,survey-multi-choice,3,7825,group2,high_entitlement,8,urgency,6,7,1,7,Male,Yes,27
121579,survey-multi-choice,4,7825,group2,high_entitlement,10,institution,3,1,1,7,Male,Yes,27
18378,survey-multi-choice,5,7825,group2,high_entitlement,2,interaction,5,6,3,7,Male,Yes,27
109760,survey-multi-choice,6,7825,group2,low_entitlement,7,urgency,7,7,6,3,Male,Yes,27
62858,survey-multi-choice,7,7825,group2,high_entitlement,6,institution,1,1,1,7,Male,Yes,27
48201,survey-multi-choice,8,7825,group2,low_entitlement,1,interaction,6,4,6,2,Male,Yes,27
18284,survey-multi-choice,9,7825,group2,low_entitlement,3,relationship,6,3,2,5,Male,Yes,27
44283,survey-multi-choice,10,7825,group2,high_entitlement,4,relationship,1,7,1,7,Male,Yes,27
18094,survey-multi-choice,11,7825,group2,low_entitlement,5,institution,2,1,1,6,Male,Yes,27
24787,survey-multi-choice,2,78558,group1,low_entitlement,6,institution,5,1,1,7,Male,Yes,38
19904,survey-multi-choice,3,78558,group1,high_entitlement,7,urgency,7,6,6,4,Male,Yes,38
15339,survey-multi-choice,4,78558,group1,high_entitlement,5,institution,5,1,1,7,Male,Yes,38
20033,survey-multi-choice,5,78558,group1,low_entitlement,2,interaction,7,5,7,2,Male,Yes,38
15251,survey-multi-choice,6,78558,group1,low_entitlement,10,institution,5,1,1,7,Male,Yes,38
22202,survey-multi-choice,7,78558,group1,high_entitlement,3,relationship,2,4,5,6,Male,Yes,38
15844,survey-multi-choice,8,78558,group1,low_entitlement,8,urgency,7,5,5,3,Male,Yes,38
15149,survey-multi-choice,9,78558,group1,high_entitlement,9,urgency,7,6,1,7,Male,Yes,38
24733,survey-multi-choice,10,78558,group1,high_entitlement,1,interaction,4,4,5,7,Male,Yes,38
19635,survey-multi-choice,11,78558,group1,low_entitlement,4,relationship,7,4,6,3,Male,Yes,38
25730,survey-multi-choice,2,78789,group2,high_entitlement,8,urgency,2,5,2,1,Male,Yes,32
10610,survey-multi-choice,3,78789,group2,low_entitlement,1,interaction,3,4,4,1,Male,Yes,32
18679,survey-multi-choice,4,78789,group2,low_entitlement,5,institution,1,1,1,1,Male,Yes,32
27211,survey-multi-choice,5,78789,group2,low_entitlement,7,urgency,2,6,3,2,Male,Yes,32
7642,survey-multi-choice,6,78789,group2,high_entitlement,10,institution,2,2,3,2,Male,Yes,32
5242,survey-multi-choice,7,78789,group2,high_entitlement,2,interaction,3,3,2,1,Male,Yes,32
12562,survey-multi-choice,8,78789,group2,low_entitlement,3,relationship,3,3,1,1,Male,Yes,32
5898,survey-multi-choice,9,78789,group2,high_entitlement,4,relationship,1,1,1,1,Male,Yes,32
17978,survey-multi-choice,10,78789,group2,high_entitlement,6,institution,5,2,1,1,Male,Yes,32
5845,survey-multi-choice,11,78789,group2,low_entitlement,9,urgency,3,3,2,1,Male,Yes,32
20608,survey-multi-choice,2,79032,group1,high_entitlement,3,relationship,2,4,3,6,Male,Yes,36
17391,survey-multi-choice,3,79032,group1,low_entitlement,4,relationship,4,4,5,2,Male,Yes,36
15497,survey-multi-choice,4,79032,group1,low_entitlement,2,interaction,4,5,6,2,Male,Yes,36
16268,survey-multi-choice,5,79032,group1,high_entitlement,1,interaction,4,6,3,6,Male,Yes,36
13354,survey-multi-choice,6,79032,group1,high_entitlement,9,urgency,4,6,2,7,Male,Yes,36
9578,survey-multi-choice,7,79032,group1,low_entitlement,8,urgency,4,5,3,3,Male,Yes,36
17128,survey-multi-choice,8,79032,group1,high_entitlement,5,institution,4,1,1,7,Male,Yes,36
11186,survey-multi-choice,9,79032,group1,high_entitlement,7,urgency,4,6,4,7,Male,Yes,36
15347,survey-multi-choice,10,79032,group1,low_entitlement,10,institution,3,1,2,6,Male,Yes,36
13142,survey-multi-choice,11,79032,group1,low_entitlement,6,institution,4,2,2,6,Male,Yes,36
19096,survey-multi-choice,2,81964,group1,high_entitlement,9,urgency,5,6,2,2,Female,Yes,27
19920,survey-multi-choice,3,81964,group1,low_entitlement,8,urgency,6,4,5,4,Female,Yes,27
23087,survey-multi-choice,4,81964,group1,low_entitlement,10,institution,2,1,2,7,Female,Yes,27
21533,survey-multi-choice,5,81964,group1,high_entitlement,7,urgency,6,6,6,5,Female,Yes,27
14478,survey-multi-choice,6,81964,group1,low_entitlement,2,interaction,6,4,6,2,Female,Yes,27
16093,survey-multi-choice,7,81964,group1,high_entitlement,5,institution,3,1,2,7,Female,Yes,27
16536,survey-multi-choice,8,81964,group1,low_entitlement,6,institution,3,2,1,7,Female,Yes,27
21528,survey-multi-choice,9,81964,group1,low_entitlement,4,relationship,4,3,6,2,Female,Yes,27
20200,survey-multi-choice,10,81964,group1,high_entitlement,1,interaction,4,3,3,7,Female,Yes,27
13876,survey-multi-choice,11,81964,group1,high_entitlement,3,relationship,1,5,5,7,Female,Yes,27
126497,survey-multi-choice,2,82356,group2,high_entitlement,10,institution,5,1,1,7,Male,Yes,33
272775,survey-multi-choice,3,82356,group2,low_entitlement,7,urgency,7,5,5,2,Male,Yes,33
34469,survey-multi-choice,4,82356,group2,high_entitlement,8,urgency,6,5,2,6,Male,Yes,33
23522,survey-multi-choice,5,82356,group2,low_entitlement,1,interaction,6,4,5,1,Male,Yes,33
106044,survey-multi-choice,6,82356,group2,low_entitlement,9,urgency,4,5,4,1,Male,Yes,33
254711,survey-multi-choice,7,82356,group2,low_entitlement,3,relationship,7,2,2,3,Male,Yes,33
17537,survey-multi-choice,8,82356,group2,high_entitlement,4,relationship,4,7,2,6,Male,Yes,33
260925,survey-multi-choice,9,82356,group2,high_entitlement,6,institution,5,1,2,7,Male,Yes,33
16222,survey-multi-choice,10,82356,group2,high_entitlement,2,interaction,5,5,3,7,Male,Yes,33
20730,survey-multi-choice,11,82356,group2,low_entitlement,5,institution,3,1,2,4,Male,Yes,33
22983,survey-multi-choice,2,83255,group2,high_entitlement,10,institution,4,1,3,1,Female,Yes,36
25410,survey-multi-choice,3,83255,group2,high_entitlement,2,interaction,7,5,6,6,Female,Yes,36
16120,survey-multi-choice,4,83255,group2,low_entitlement,3,relationship,7,2,5,4,Female,Yes,36
14515,survey-multi-choice,5,83255,group2,low_entitlement,7,urgency,7,6,4,5,Female,Yes,36
18312,survey-multi-choice,6,83255,group2,low_entitlement,1,interaction,7,5,5,6,Female,Yes,36
14445,survey-multi-choice,7,83255,group2,low_entitlement,9,urgency,7,7,3,7,Female,Yes,36
17473,survey-multi-choice,8,83255,group2,high_entitlement,8,urgency,6,7,4,2,Female,Yes,36
16827,survey-multi-choice,9,83255,group2,low_entitlement,5,institution,7,1,2,2,Female,Yes,36
14055,survey-multi-choice,10,83255,group2,high_entitlement,6,institution,6,1,3,2,Female,Yes,36
13333,survey-multi-choice,11,83255,group2,high_entitlement,4,relationship,5,7,4,3,Female,Yes,36
32301,survey-multi-choice,2,8435,group2,high_entitlement,2,interaction,2,6,1,7,Female,Yes,43
44078,survey-multi-choice,3,8435,group2,high_entitlement,6,institution,7,1,5,7,Female,Yes,43
20710,survey-multi-choice,4,8435,group2,low_entitlement,5,institution,6,1,6,3,Female,Yes,43
43322,survey-multi-choice,5,8435,group2,high_entitlement,4,relationship,4,7,5,6,Female,Yes,43
36019,survey-multi-choice,6,8435,group2,low_entitlement,9,urgency,6,6,2,2,Female,Yes,43
30721,survey-multi-choice,7,8435,group2,high_entitlement,8,urgency,6,6,5,7,Female,Yes,43
18130,survey-multi-choice,8,8435,group2,low_entitlement,7,urgency,7,5,6,1,Female,Yes,43
30575,survey-multi-choice,9,8435,group2,high_entitlement,10,institution,7,1,1,7,Female,Yes,43
26263,survey-multi-choice,10,8435,group2,low_entitlement,1,interaction,5,5,6,2,Female,Yes,43
36585,survey-multi-choice,11,8435,group2,low_entitlement,3,relationship,7,2,3,6,Female,Yes,43
45097,survey-multi-choice,2,85921,group2,low_entitlement,3,relationship,5,5,1,5,Male,Yes,31
22296,survey-multi-choice,3,85921,group2,low_entitlement,7,urgency,6,6,1,6,Male,Yes,31
15278,survey-multi-choice,4,85921,group2,low_entitlement,9,urgency,6,6,1,6,Male,Yes,31
13545,survey-multi-choice,5,85921,group2,high_entitlement,4,relationship,6,6,1,4,Male,Yes,31
13099,survey-multi-choice,6,85921,group2,low_entitlement,1,interaction,6,6,1,6,Male,Yes,31
12056,survey-multi-choice,7,85921,group2,high_entitlement,2,interaction,1,6,7,1,Male,Yes,31
14425,survey-multi-choice,8,85921,group2,high_entitlement,6,institution,6,6,1,6,Male,Yes,31
12499,survey-multi-choice,9,85921,group2,high_entitlement,10,institution,6,6,1,6,Male,Yes,31
11525,survey-multi-choice,10,85921,group2,low_entitlement,5,institution,5,6,1,6,Male,Yes,31
10409,survey-multi-choice,11,85921,group2,high_entitlement,8,urgency,6,6,1,6,Male,Yes,31
26364,survey-multi-choice,2,86292,group1,high_entitlement,3,relationship,5,4,2,4,Prefer not to say,Yes,19
26491,survey-multi-choice,3,86292,group1,high_entitlement,7,urgency,6,6,6,1,Prefer not to say,Yes,19
14460,survey-multi-choice,4,86292,group1,low_entitlement,8,urgency,6,4,3,1,Prefer not to say,Yes,19
61910,survey-multi-choice,5,86292,group1,low_entitlement,4,relationship,4,3,7,1,Prefer not to say,Yes,19
11588,survey-multi-choice,6,86292,group1,high_entitlement,5,institution,1,1,1,7,Prefer not to say,Yes,19
26364,survey-multi-choice,7,86292,group1,high_entitlement,1,interaction,4,4,2,7,Prefer not to say,Yes,19
26931,survey-multi-choice,8,86292,group1,low_entitlement,2,interaction,3,4,6,1,Prefer not to say,Yes,19
10068,survey-multi-choice,9,86292,group1,low_entitlement,6,institution,6,1,1,7,Prefer not to say,Yes,19
22915,survey-multi-choice,10,86292,group1,low_entitlement,10,institution,6,1,1,7,Prefer not to say,Yes,19
